gene_id	R1_1	R2_1	R3_1	R4_1	R6_1	RG1_1	RG3_1	RG4_1	RG5_1	RG6_1	RY1_1	RY3_1	RY4_1	RY5_1	RY6_1	R1_2	R2_2	R4_2	R6_2	RG1_2	RG2_2	RG3_2	RG4_2	RG6_2	RY1_2	RY2_2	RY3_2	RY5_2	RY7_2	R1_3	R2_3	R3_3	R5_3	R6_3	R7_3	RG1_3	RG2_3	RG3_3	RG4_3	RG6_3	RY3_3	RY4_3	RY5_3	RY6_3	RY7_3	B2_1	B3_1	B4_1	B5_1	B6_1	BG1_1	BG2_1	BG3_1	BG4_1	BG5_1	BY1_1	BY2_1	BY3_1	BY4_1	BY5_1	B1_2	B2_2	B3_2	B4_2	B5_2	BG1_2	BG2_2	BG3_2	BG4_2	BG5_2	BY1_2	BY2_2	BY4_2	BY5_2	B1_3	B2_3	B3_3	B4_3	B5_3	BG1_3	BG2_3	BG3_3	BG5_3	BG6_3	BY1_3	BY2_3	BY3_3	BY4_3	BY5_3	BY6_3
patho_DN107520_c4_g3	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	22.00	12.00	50.00	53.00	15.00	11.00	66.34	16.56	22.96	39.00	18.00	20.00	48.00	8.00	146.17	143.08	27.00	167.74	5.00	118.01	69.00	42.00	147.43	48.01	28.01	81.01	109.94	66.28	136.28	87.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	18.00	4.00	0.00	2.00	21.01	17.00	2.00	2.00	11.00	7.00	27.00	20.00	1.00	48.00	25.00	46.00	47.00	27.00	35.00	74.00	25.00	572.25	20.00	219.54	96.00	42.97	16.00	22.00	96.00	200.38
patho_DN107527_c0_g1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	43.00	111.00	105.76	105.89	120.00	53.00	142.99	63.00	49.00	96.27	83.99	78.00	185.00	9.00	158.87	141.00	120.00	229.99	7.00	74.95	92.00	47.36	127.20	68.43	48.00	87.78	138.98	70.34	73.00	58.99	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	75.00	12.00	4.00	0.00	90.00	70.00	10.00	20.10	177.00	53.00	175.98	119.00	2.00	123.00	34.16	43.42	59.67	27.00	51.97	168.69	53.00	720.78	53.00	537.29	118.81	61.88	43.57	17.00	163.77	238.97
patho_DN107527_c0_g2	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	66.00	40.00	490.24	337.11	14.00	17.00	319.01	67.00	42.00	72.73	40.01	41.00	98.00	34.00	723.13	526.75	85.00	479.01	28.00	411.05	302.00	154.64	942.73	198.59	85.00	395.01	650.02	251.66	102.00	244.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	70.00	5.00	0.00	2.00	71.76	19.00	1.00	3.00	32.00	29.00	128.02	56.00	1.00	22.00	97.84	121.58	153.33	37.00	169.03	288.31	66.00	4687.12	39.00	1271.71	415.19	161.12	8.00	72.00	494.23	985.03
patho_DN107552_c0_g1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	20.00	50.00	65.00	47.00	36.93	47.00	101.00	84.44	21.00	49.00	28.00	35.00	79.00	7.00	123.96	192.20	53.00	234.64	6.00	148.98	97.92	75.77	123.98	91.72	69.81	113.00	115.96	83.00	147.96	123.97	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	30.00	6.00	0.00	3.00	52.00	64.00	7.00	11.00	65.00	28.00	66.00	44.00	1.00	66.00	37.00	39.00	54.00	25.00	46.00	89.00	38.00	559.65	29.00	331.43	120.00	49.00	25.00	31.00	92.00	218.98
patho_DN107589_c0_g1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	20.00	28.00	122.00	93.00	19.00	23.00	167.00	73.00	23.00	38.00	17.00	33.00	50.00	7.00	160.02	205.00	42.00	223.00	8.00	142.00	124.00	51.00	223.00	96.00	37.00	143.98	179.04	55.00	75.00	130.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	25.00	4.00	0.00	1.00	47.00	15.00	3.00	1.00	30.00	11.00	65.00	29.00	1.00	14.00	33.00	65.00	87.00	27.00	38.00	82.00	43.00	698.00	19.00	185.01	141.00	54.00	4.00	45.00	89.00	187.02
patho_DN107589_c0_g2	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	10.00	17.00	16.00	54.00	32.00	9.00	15.07	17.00	21.00	48.00	25.00	49.00	40.00	26.00	5.00	23.00	16.00	96.00	5.00	7.00	3.00	6.00	10.00	21.00	15.00	10.00	10.96	17.00	53.00	31.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	14.00	2.00	3.00	1.00	28.00	21.00	2.00	3.00	17.00	8.00	40.00	26.00	9.00	61.00	6.00	13.00	12.00	21.00	11.00	24.00	15.00	13.00	15.00	27.99	18.00	2.00	13.00	9.00	13.00	25.98
patho_DN107589_c0_g3	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	27.94	7.00	112.00	76.00	0.00	8.00	20.00	7.00	13.00	32.00	6.00	17.00	17.99	4.00	356.00	734.00	9.00	447.00	10.00	275.00	234.00	104.00	652.00	171.85	162.00	697.99	176.31	270.01	273.00	328.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.00	0.00	0.00	1.00	24.00	2.00	0.00	0.00	3.00	3.00	17.00	6.00	0.00	13.00	109.00	118.00	88.00	30.00	73.00	82.00	43.00	809.00	22.00	192.00	237.00	165.00	2.00	163.00	264.00	438.70
patho_DN107589_c0_g5	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	15.00	37.00	31.00	66.00	29.00	14.00	22.00	24.00	13.00	65.00	43.00	52.00	46.00	27.00	5.00	21.00	29.00	91.00	0.00	12.00	9.00	15.00	15.00	14.00	17.00	8.00	9.00	14.00	36.00	39.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	29.00	0.00	0.00	3.00	38.00	14.00	6.00	10.00	22.00	9.00	24.00	18.00	1.00	72.00	3.00	18.00	17.00	19.00	14.00	28.00	22.00	24.00	35.00	43.00	19.00	8.00	13.00	4.00	21.00	32.00
patho_DN107635_c1_g2	12.00	3.00	6.00	4.81	1.00	8.00	3.00	6.00	6.00	10.00	5.00	11.00	8.00	0.00	8.00	1.00	0.00	4.00	3.00	2.00	3.00	6.00	4.00	6.00	2.00	6.00	5.00	2.00	9.00	9.00	0.00	2.00	11.00	0.00	4.00	5.00	5.00	4.00	3.00	6.00	3.00	9.00	2.00	6.00	4.00	11.00	3.63	8.00	4.00	6.00	5.00	8.00	3.00	7.00	7.00	7.00	6.00	13.00	4.00	1.00	3.00	1.00	3.00	4.00	7.99	3.00	6.00	4.00	3.00	5.00	4.00	2.00	9.00	4.00	8.00	14.00	5.00	3.00	2.00	3.00	2.00	11.00	4.00	16.00	4.00	7.00	10.00	4.01	4.00	12.00
patho_DN107763_c0_g3	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	5.00	6.00	0.00	8.00	18.02	16.00	0.00	9.07	10.07	17.00	17.99	29.00	27.00	13.99	5.00	4.00	2.00	45.81	0.00	9.00	6.00	7.00	2.00	7.00	19.00	10.00	27.00	21.02	37.16	28.16	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	44.16	7.00	11.00	5.00	3.00	3.00	2.00	5.00	1.00	10.00	12.00	65.02	127.56	63.47	14.00	18.00	7.00	17.00	23.00	3.00	11.00	0.00	2.00	5.91	0.00	7.00	40.00	6.00	1.00	9.98
patho_DN107835_c1_g2	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	12.00	45.00	162.00	114.00	25.00	27.00	258.00	101.00	42.00	44.00	35.00	41.00	77.00	9.00	482.00	681.05	86.00	573.90	17.00	515.00	262.35	132.00	431.00	164.00	134.00	303.00	559.00	210.00	191.99	222.32	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	50.00	11.00	0.00	2.00	49.00	17.00	2.00	0.00	49.00	16.00	83.00	49.00	1.00	30.00	102.00	158.00	246.00	70.00	94.00	250.00	83.00	2386.95	54.00	640.97	345.37	149.00	8.00	66.00	306.00	644.01
patho_DN107857_c1_g8	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	4.00	15.00	15.00	0.00	6.00	22.00	10.00	6.00	1.00	0.00	3.00	13.00	0.00	50.00	46.00	13.00	45.00	0.00	46.00	31.00	19.00	36.00	11.00	5.00	30.00	54.00	28.00	14.00	17.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.00	3.00	0.00	0.00	4.00	2.00	1.00	0.00	4.00	3.00	9.00	5.00	0.00	0.00	14.00	9.00	22.00	5.00	25.00	34.00	4.00	190.00	7.00	65.00	33.00	26.00	1.00	14.00	56.00	81.00
patho_DN107915_c0_g1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	1.00	45.00	2.00	107.00	11.00	67.00	117.00	11.00	17.00	32.00	25.00	72.00	1.00	101.00	27.00	137.00	203.00	0.00	93.00	279.00	67.00	68.00	102.00	44.00	99.00	16.00	13.00	1.00	18.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	22.00	5.00	2.00	1.00	8.00	14.00	39.00	60.00	169.00	32.00	313.00	143.00	0.00	32.00	12.00	14.00	5.00	4.00	12.00	130.00	30.00	119.00	40.00	529.99	22.00	31.00	23.00	8.00	71.00	144.00
patho_DN107926_c0_g3	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	16.00	56.00	66.00	50.00	40.00	27.00	95.00	53.00	23.00	45.00	24.00	22.00	71.00	0.00	163.00	192.02	49.00	189.79	6.00	125.39	107.00	46.00	153.59	70.00	67.00	106.97	191.00	73.98	86.00	100.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	25.00	1.00	2.00	0.00	35.03	26.00	3.00	16.00	62.00	27.00	79.00	62.00	0.00	35.00	48.00	39.00	84.00	24.00	43.00	122.00	46.71	924.46	34.00	441.97	133.36	65.00	12.00	18.00	156.68	285.78
patho_DN107947_c0_g1	41.00	37.00	19.88	8.00	6.99	11.00	19.00	38.00	1.00	15.00	2.00	13.00	13.00	8.36	35.00	14.00	5.00	31.00	31.00	24.00	19.00	9.00	27.72	48.00	22.00	8.00	16.00	23.03	35.44	71.41	28.00	15.00	60.13	1.00	14.00	25.00	5.00	16.13	21.09	18.98	10.00	1.00	7.00	26.57	19.65	10.78	18.84	9.53	26.00	13.56	10.00	12.69	16.58	9.00	13.73	12.81	4.00	14.00	7.46	13.81	23.10	4.37	29.94	22.98	7.37	3.00	6.41	4.00	27.49	10.00	8.05	7.53	17.00	78.27	24.00	23.00	33.93	21.87	16.00	12.00	15.58	47.76	8.00	50.00	16.35	4.25	14.05	7.02	6.01	17.18
patho_DN107984_c2_g3	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	9.00	39.00	12.00	2.00	5.00	42.00	8.00	6.00	5.00	6.00	5.00	11.00	2.00	87.00	117.00	20.00	61.71	1.00	86.00	46.44	31.00	96.96	20.00	12.00	74.00	99.86	29.00	44.00	59.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	3.00	1.00	1.00	0.00	3.00	5.01	1.00	0.00	10.00	4.00	11.00	12.00	0.00	0.00	20.00	19.00	33.00	3.00	25.00	34.00	17.00	385.25	6.00	99.00	62.00	37.00	1.00	14.00	70.00	115.53
patho_DN107984_c2_g4	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	6.00	12.00	45.00	31.00	4.00	7.00	46.01	12.00	8.00	7.11	11.00	5.00	22.00	3.00	157.00	138.00	18.00	108.00	2.00	155.17	71.38	43.54	182.00	44.00	16.00	113.00	149.02	66.00	44.00	63.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	13.00	5.00	0.00	1.00	24.00	6.00	0.00	0.00	13.00	6.00	27.24	12.00	0.00	7.00	37.00	37.19	46.00	14.00	29.00	60.41	22.00	645.00	7.00	186.00	113.00	38.00	4.00	20.00	107.75	213.01
patho_DN107984_c2_g7	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	15.00	43.00	22.00	24.00	32.00	6.00	30.00	13.00	10.00	36.89	12.00	15.00	58.00	3.00	16.04	37.00	30.00	83.00	4.00	22.00	19.63	15.46	12.00	27.00	19.00	19.00	39.00	37.00	54.00	37.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	26.00	2.00	0.00	1.00	30.00	32.00	6.00	6.00	40.00	16.00	52.76	33.00	1.00	36.00	12.00	19.00	24.00	15.00	18.00	53.59	33.00	88.00	28.00	181.00	41.00	12.00	8.00	4.00	22.25	51.00
patho_DN108003_c4_g5	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	5.00	8.00	16.00	17.00	4.00	3.00	16.00	9.00	6.00	8.00	2.00	9.00	11.00	1.00	20.00	35.95	7.00	43.00	2.00	19.00	22.00	6.00	24.02	22.00	3.00	21.01	26.00	18.00	30.00	29.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	5.00	1.00	0.00	0.00	9.00	2.00	1.00	0.00	10.00	4.00	9.00	5.00	0.00	2.00	4.00	11.00	20.00	4.00	11.00	17.00	8.00	153.99	0.00	60.00	25.00	17.00	4.00	4.00	33.00	57.00
patho_DN108052_c0_g1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	40.00	43.00	121.00	75.00	31.01	37.00	134.00	68.00	38.00	78.00	30.00	55.00	109.00	8.00	252.00	229.00	74.00	592.00	16.97	165.00	171.00	144.00	282.00	207.17	121.00	204.04	247.00	250.00	453.00	155.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	53.12	10.00	0.00	2.00	73.00	45.00	14.00	14.00	76.00	16.00	117.00	54.00	1.00	79.00	77.00	102.00	140.00	74.00	114.00	139.00	125.00	653.76	34.00	778.86	231.00	180.00	21.00	72.00	173.81	263.00
patho_DN108061_c0_g2	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	40.00	99.00	48.00	58.00	102.16	39.00	58.00	45.00	34.00	84.00	44.00	45.00	106.00	8.00	47.00	71.62	68.00	176.11	1.00	33.00	65.52	26.00	43.00	64.00	50.00	43.00	87.00	38.00	72.00	67.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	49.00	8.00	2.00	7.00	63.00	68.00	15.00	29.00	92.00	26.00	102.00	110.00	1.00	96.00	15.00	43.00	37.00	26.00	32.00	104.00	53.00	157.00	55.00	337.00	101.00	19.00	40.00	11.00	50.00	100.00
patho_DN108061_c0_g5	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	13.00	30.00	67.00	46.00	9.00	11.00	95.00	45.00	27.00	25.00	18.00	19.00	42.00	4.00	189.00	214.00	38.00	117.00	2.00	178.00	87.00	69.00	206.00	61.00	37.00	161.00	201.00	52.03	44.00	105.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	18.00	4.00	0.00	0.00	32.00	14.00	3.00	1.00	15.00	14.00	41.00	14.00	0.00	10.00	35.00	30.00	52.00	12.00	38.00	82.00	36.00	827.00	15.00	255.00	126.00	49.00	6.00	40.00	119.00	260.00
patho_DN108071_c0_g1	411.04	511.92	396.00	486.59	271.01	585.52	361.00	437.75	429.00	329.46	269.18	306.81	398.39	403.00	699.00	240.00	192.00	246.00	240.00	207.01	341.00	274.00	174.00	257.00	193.76	243.00	211.00	167.00	268.00	463.54	290.48	314.00	619.38	3.90	181.16	143.47	183.82	249.19	171.09	158.88	175.50	292.08	159.24	206.35	218.69	364.97	148.84	109.54	178.10	156.78	131.18	468.93	251.91	194.59	165.15	210.37	340.60	310.61	383.00	343.00	182.00	239.00	226.00	287.26	57.71	221.48	291.00	253.00	131.99	143.00	249.00	303.00	85.97	224.28	197.30	98.53	22.81	49.73	219.05	131.29	37.65	597.41	191.00	697.27	140.51	159.30	146.97	156.06	383.34	437.27
patho_DN108133_c0_g1	1435.47	1040.00	1051.49	1159.00	639.00	1326.00	746.45	1396.02	752.57	775.45	908.65	1502.44	973.00	1033.00	1442.02	737.00	432.00	798.00	872.00	729.00	895.00	960.00	636.14	1141.00	995.00	1316.00	764.00	643.00	1053.97	1584.10	797.69	900.47	1644.37	15.58	561.59	553.00	593.32	692.22	538.43	479.07	532.14	652.52	496.25	677.38	847.57	976.63	728.46	985.50	597.00	988.00	799.00	999.00	873.00	916.00	876.00	1051.00	967.00	1753.87	953.00	703.00	647.00	696.00	735.00	864.00	759.00	825.00	723.07	550.28	615.00	639.00	697.00	866.00	979.94	2062.00	942.99	1260.00	778.00	1052.00	742.00	858.00	880.76	1852.89	457.00	2137.40	781.00	1177.00	1060.50	789.01	889.95	1068.94
patho_DN108167_c1_g1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	3.00	19.00	31.00	13.00	5.00	3.00	83.00	2.00	7.00	9.00	16.00	7.00	21.00	0.00	219.00	156.00	37.00	167.73	1.00	494.00	110.97	23.00	179.00	48.00	32.00	193.00	243.31	63.00	41.00	41.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	5.00	0.00	0.00	1.00	12.00	2.00	1.00	0.00	17.00	3.00	27.00	34.00	0.00	2.00	44.00	78.00	109.00	18.00	86.00	89.00	20.00	2813.58	25.00	227.98	248.90	97.00	2.00	27.00	220.00	388.00
patho_DN108170_c0_g1	25.66	19.12	50.76	20.98	9.00	19.18	22.19	35.97	22.74	25.27	18.06	37.10	14.00	15.00	38.59	20.30	11.96	21.63	20.99	23.89	30.23	25.92	32.33	35.02	8.26	13.00	26.22	32.13	40.00	48.22	16.94	8.93	81.99	1.00	26.95	25.90	57.56	26.46	33.38	19.41	29.03	54.24	19.97	41.04	28.31	35.76	18.26	24.33	17.99	28.75	27.00	38.31	37.50	26.25	35.99	24.29	26.99	31.85	23.77	19.89	31.34	26.68	16.46	28.54	18.09	15.43	18.44	17.00	14.89	16.10	17.30	9.10	32.37	49.39	21.84	34.67	30.86	52.11	18.67	24.41	32.00	66.84	16.18	85.12	30.69	49.24	28.62	33.32	33.57	61.55
patho_DN108215_c3_g7	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	15.00	17.00	99.00	64.00	7.00	14.00	106.00	61.00	29.00	29.00	10.00	18.00	35.00	2.00	221.00	252.00	36.00	199.02	8.00	220.00	104.01	90.00	224.00	81.00	57.00	170.00	182.00	87.93	78.00	109.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	22.00	5.00	1.00	1.00	41.00	16.00	2.00	0.00	23.00	9.00	47.00	5.00	0.00	8.00	50.00	66.00	87.00	23.00	64.00	106.00	40.00	912.96	22.00	332.99	152.99	90.00	6.00	35.00	193.00	288.99
patho_DN108215_c5_g12	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	8.00	8.00	55.00	54.00	3.00	9.00	98.66	26.00	18.00	24.00	15.00	16.00	29.00	3.00	133.01	104.02	32.00	178.02	3.00	144.00	115.00	28.00	177.81	57.00	41.00	120.35	150.00	44.09	69.00	86.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	15.00	5.00	2.00	0.00	28.00	4.00	0.00	1.00	28.00	11.00	49.00	10.00	0.00	11.00	24.00	60.00	62.01	10.00	52.00	68.00	45.00	895.95	9.01	312.49	102.00	38.31	2.00	26.00	105.00	190.00
patho_DN108215_c5_g13	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	9.00	4.00	40.00	21.00	1.00	4.00	31.00	5.00	9.00	2.00	6.00	2.00	17.00	1.00	86.00	65.92	12.00	114.18	0.00	49.20	41.00	15.50	87.17	29.00	27.00	92.93	100.44	28.00	49.00	56.02	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	10.00	1.00	0.00	1.00	12.00	6.87	0.00	0.00	5.00	2.00	8.00	10.00	0.00	6.02	14.00	49.00	34.00	20.00	37.00	23.02	7.00	615.63	5.00	192.14	48.00	27.00	2.00	10.00	56.00	74.00
patho_DN108215_c5_g2	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	19.00	47.00	48.00	75.00	42.00	19.00	68.84	60.01	32.02	81.00	42.00	47.00	71.00	20.00	97.47	146.00	46.00	232.69	7.00	110.03	86.00	42.50	118.97	60.00	35.00	82.71	81.00	51.23	105.00	92.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	24.00	2.00	4.00	1.00	51.00	25.00	1.00	2.00	25.00	33.00	45.00	38.00	6.00	110.00	25.00	36.00	42.00	19.00	25.47	73.00	22.00	481.15	26.00	176.71	72.00	48.08	18.00	25.00	103.98	146.39
patho_DN108299_c1_g5	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	10.00	20.00	53.00	36.00	13.00	12.00	79.31	42.00	9.00	28.00	13.00	12.00	33.00	6.00	150.63	146.00	28.00	97.00	4.00	86.00	48.00	45.00	113.00	39.96	28.00	84.00	99.06	72.00	55.00	61.11	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	8.00	3.00	2.00	1.00	12.00	5.02	4.08	1.00	22.00	14.00	36.00	24.00	0.00	10.00	28.00	41.00	49.00	10.00	35.00	40.00	31.00	557.28	10.00	172.00	88.00	46.00	4.00	23.00	84.00	172.56
patho_DN108299_c1_g9	15.69	15.39	22.72	20.08	10.71	30.48	7.77	47.83	13.46	10.11	36.55	36.09	38.82	17.21	25.65	28.84	40.36	89.92	52.01	19.12	30.68	122.26	62.51	43.72	73.50	57.94	48.07	64.73	43.36	216.20	154.61	65.81	240.11	4.30	142.89	92.93	74.80	182.96	95.02	66.68	113.10	203.30	93.73	93.54	102.53	11.94	27.58	31.14	13.91	39.58	25.50	29.17	27.94	23.22	18.16	27.71	33.02	28.71	35.05	33.74	34.48	20.60	56.11	36.81	43.93	23.32	22.46	37.40	51.75	36.88	61.57	53.66	30.72	43.38	94.42	67.09	92.81	80.02	59.29	96.34	65.75	786.28	46.27	411.29	119.71	94.58	25.53	59.56	151.66	221.69
patho_DN108314_c1_g2	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	12.99	41.00	37.00	32.99	53.00	31.00	63.00	29.00	20.00	40.00	23.82	28.00	54.00	10.00	47.94	71.05	33.00	84.37	1.00	58.00	42.00	21.00	56.00	46.00	22.00	47.00	53.91	28.00	46.03	48.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	22.00	4.00	1.00	0.00	31.00	27.00	10.00	19.00	53.00	19.00	42.00	51.00	4.00	58.00	13.01	18.00	42.00	12.93	27.15	71.00	35.01	287.38	25.00	173.47	68.00	23.06	18.00	7.00	55.76	106.00
patho_DN108314_c1_g3	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	12.00	33.00	78.00	50.00	24.00	25.00	100.00	69.00	27.00	34.00	18.00	22.00	69.00	1.00	134.00	159.00	50.00	154.00	3.00	133.35	97.00	57.00	130.00	71.99	34.00	79.00	141.00	80.00	85.00	102.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	28.00	5.00	0.00	1.00	50.00	22.00	3.00	2.00	35.00	14.00	60.00	31.00	3.00	32.00	37.00	62.00	66.00	18.00	54.00	99.00	30.00	709.00	14.02	245.00	136.00	61.00	19.00	31.00	100.00	198.66
patho_DN108317_c1_g1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	26.99	25.00	14.00	8.90	13.00	25.00	10.00	27.00	5.00	19.00	14.99	20.00	13.00	19.00	8.98	18.06	41.93	23.00	0.00	9.00	18.00	18.00	18.00	7.00	14.00	21.00	34.00	35.00	30.58	35.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	24.00	8.00	20.00	32.00	35.00	31.00	54.00	20.00	14.00	5.00	41.94	79.00	177.00	79.00	15.00	21.00	30.00	14.00	38.00	23.00	18.00	41.21	1.00	106.00	37.00	12.00	31.98	13.99	12.00	29.49
