gene_id	R1_1	R2_1	R3_1	R4_1	R6_1	RG1_1	RG3_1	RG4_1	RG5_1	RG6_1	RY1_1	RY3_1	RY4_1	RY5_1	RY6_1	R1_2	R2_2	R4_2	R6_2	RG1_2	RG2_2	RG3_2	RG4_2	RG6_2	RY1_2	RY2_2	RY3_2	RY5_2	RY7_2	R1_3	R2_3	R3_3	R5_3	R6_3	R7_3	RG1_3	RG2_3	RG3_3	RG4_3	RG6_3	RY3_3	RY4_3	RY5_3	RY6_3	RY7_3	B2_1	B3_1	B4_1	B5_1	B6_1	BG1_1	BG2_1	BG3_1	BG4_1	BG5_1	BY1_1	BY2_1	BY3_1	BY4_1	BY5_1	B1_2	B2_2	B3_2	B4_2	B5_2	BG1_2	BG2_2	BG3_2	BG4_2	BG5_2	BY1_2	BY2_2	BY4_2	BY5_2	B1_3	B2_3	B3_3	B4_3	B5_3	BG1_3	BG2_3	BG3_3	BG5_3	BG6_3	BY1_3	BY2_3	BY3_3	BY4_3	BY5_3	BY6_3
patho_DN106875_c1_g9	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	28.00	68.98	49.00	39.02	54.00	59.00	66.00	76.54	35.00	60.00	35.67	47.91	119.99	12.00	95.12	141.58	48.00	172.36	5.00	99.12	97.01	69.13	102.31	56.06	58.97	78.01	152.11	90.44	138.02	88.59	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	42.00	10.00	5.00	3.00	50.92	84.00	27.00	42.01	94.00	35.00	93.00	66.99	3.00	169.00	18.00	33.00	41.00	26.00	25.00	126.00	49.56	535.10	45.00	371.73	64.00	29.91	46.00	27.00	68.00	179.27
patho_DN106920_c0_g1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	56.00	104.00	42.00	53.00	106.00	50.00	84.00	69.00	58.00	64.00	65.00	70.00	169.00	9.00	22.00	35.00	79.00	111.00	0.00	4.00	18.00	14.00	18.00	43.00	29.00	6.00	16.00	22.00	51.00	8.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	68.00	16.00	5.00	1.00	75.00	84.00	30.00	35.00	153.00	70.00	154.00	96.00	0.00	120.00	3.00	14.00	26.00	24.00	8.00	54.00	32.00	58.00	27.00	162.00	16.00	4.00	54.00	2.00	6.00	26.00
patho_DN106922_c1_g1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	45.00	144.00	128.00	138.00	98.00	51.00	163.00	81.00	62.00	104.00	68.00	48.00	138.00	14.00	233.00	276.03	104.00	336.32	5.00	229.90	153.02	83.44	268.00	129.95	95.93	191.13	252.00	131.17	185.00	150.05	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	80.00	10.00	2.00	5.00	101.00	66.17	15.00	30.98	123.00	46.00	158.00	153.69	7.96	99.01	72.00	70.00	115.00	44.00	76.00	171.00	92.00	1135.10	58.00	616.81	205.00	118.00	70.00	66.98	200.00	357.06
patho_DN106938_c0_g3	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	5.00	10.00	41.00	14.00	4.00	9.00	65.00	21.01	8.00	19.00	8.00	5.00	18.29	1.00	82.00	93.00	26.00	87.00	2.00	107.00	60.00	28.00	107.00	39.00	13.00	43.00	105.08	50.00	45.00	62.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	3.00	5.00	0.00	0.00	14.00	1.00	0.00	1.00	10.00	11.00	46.00	14.00	0.00	5.00	25.00	28.00	48.00	8.00	36.00	47.00	21.00	507.00	7.00	165.00	77.00	29.00	8.00	14.00	78.00	153.00
patho_DN106964_c5_g1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	10.00	12.00	67.00	30.00	10.00	6.00	80.00	28.00	14.00	12.00	9.00	7.00	25.00	0.00	161.00	146.00	21.00	142.00	8.00	153.00	81.00	62.00	198.00	36.00	37.00	104.00	166.00	54.00	51.00	93.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	14.00	1.00	0.00	0.00	19.00	4.00	1.00	0.00	4.00	3.00	33.40	13.00	1.00	2.00	40.00	40.00	62.00	17.00	50.00	68.00	26.00	909.77	9.00	266.00	110.00	67.00	2.00	9.00	111.00	205.00
patho_DN106964_c8_g7	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	77.00	104.00	69.00	110.00	78.00	47.00	75.00	55.00	35.02	111.00	46.00	89.98	133.00	19.00	38.00	196.00	88.00	339.00	2.00	44.00	149.00	84.00	72.00	107.02	92.00	79.00	107.00	81.00	261.01	118.99	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	67.00	9.00	4.00	1.00	95.00	38.00	21.00	12.00	90.00	38.00	96.00	84.00	3.00	146.00	33.00	55.00	71.00	55.00	52.00	138.00	101.00	195.00	78.00	535.01	96.00	38.00	43.00	31.00	83.01	185.00
patho_DN106967_c0_g1	25.23	22.60	51.00	6.00	2.00	27.80	18.00	32.81	24.44	6.00	6.00	27.99	6.00	29.61	5.00	2.00	1.00	23.53	27.69	32.83	24.00	35.81	41.00	13.00	14.05	11.00	20.14	6.00	1.00	117.79	10.27	11.00	84.39	0.00	38.76	8.00	28.66	30.99	31.42	4.64	3.01	20.37	6.00	12.15	18.05	6.01	7.00	5.00	5.00	12.00	7.00	4.00	13.00	8.79	10.91	11.00	8.00	21.53	3.00	4.00	2.00	1.00	4.00	5.00	4.00	3.00	4.00	1.00	3.99	4.00	1.00	1.00	9.00	15.00	3.00	13.00	4.00	4.06	5.00	4.00	4.00	5.98	4.00	17.99	4.00	7.00	2.00	9.00	5.99	8.00
patho_DN106995_c0_g1	640.52	582.00	484.19	556.29	299.00	593.03	271.98	511.09	306.90	263.62	477.00	490.00	455.00	341.51	501.69	250.00	0.00	304.00	281.00	319.59	428.00	431.00	150.51	357.26	420.00	270.87	161.69	350.00	265.00	732.71	368.14	314.99	772.19	5.93	337.04	295.17	285.76	309.04	319.12	230.40	333.67	266.89	234.90	310.30	462.67	295.21	315.00	391.07	178.91	438.00	224.73	235.92	350.03	426.12	267.93	495.00	327.13	499.16	385.00	312.17	296.19	276.09	0.00	364.00	285.00	440.00	158.48	200.11	172.00	202.70	175.60	374.00	209.35	829.00	231.68	279.70	289.92	387.00	336.00	355.23	359.00	950.06	175.75	1224.57	281.20	459.00	225.18	266.42	368.25	576.52
patho_DN107013_c0_g2	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	3.00	9.00	12.00	12.00	2.00	6.00	22.00	16.00	4.00	8.00	4.00	7.00	9.01	0.00	257.00	190.27	11.00	151.00	3.00	158.00	96.00	57.00	137.71	41.00	59.00	98.02	104.00	143.00	68.00	78.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	4.00	0.00	0.00	0.00	1.00	1.00	0.00	1.00	6.00	5.00	9.00	2.00	0.00	2.00	44.00	23.00	44.00	14.00	24.00	40.00	18.00	507.96	2.00	163.02	112.00	76.00	0.00	31.00	136.00	282.00
patho_DN107041_c0_g1	11.92	9.83	11.45	0.00	7.83	2.97	5.00	3.23	2.00	3.68	6.00	5.18	8.00	11.76	0.00	0.00	0.00	8.97	4.00	4.00	3.05	7.01	1.05	6.00	6.73	8.30	9.30	6.86	5.13	24.12	19.87	8.00	15.00	0.00	2.00	10.99	8.00	32.43	0.00	0.00	11.99	3.00	5.00	2.00	14.41	3.00	4.00	3.14	2.00	3.00	10.39	7.25	2.10	7.00	4.00	11.00	6.00	7.00	1.00	3.00	4.00	7.82	3.00	1.93	6.00	3.00	10.00	0.00	4.00	6.44	10.41	1.00	2.00	28.00	6.83	13.80	10.00	5.00	6.00	2.22	4.00	30.00	1.00	24.00	3.14	11.00	7.02	4.00	4.00	13.00
patho_DN107041_c0_g2	9.99	16.00	20.55	1.00	3.00	19.46	4.00	8.00	2.00	9.00	9.01	3.00	9.58	17.25	1.00	0.00	0.00	15.66	12.01	15.00	6.74	8.69	10.00	10.00	18.94	19.61	18.58	29.04	10.43	31.78	22.88	11.65	23.00	0.00	11.00	14.21	9.00	20.00	0.00	0.00	12.01	4.54	3.00	5.00	22.01	3.15	8.23	1.13	6.00	0.00	6.00	6.53	6.46	10.52	0.00	8.50	6.01	9.01	4.00	4.00	2.00	9.01	2.36	7.39	7.00	6.00	5.00	0.99	2.00	20.77	5.43	5.71	2.00	14.78	9.45	1.14	17.63	6.65	6.33	6.11	5.00	7.00	4.00	42.26	3.42	6.00	4.35	6.34	5.31	11.86
patho_DN107046_c0_g6	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	4.00	5.00	44.00	15.00	3.00	5.00	57.00	13.00	8.00	22.00	3.00	7.00	21.00	0.00	145.00	152.00	19.00	109.00	5.00	140.00	65.00	35.00	200.00	41.00	36.00	127.00	94.00	71.00	67.00	67.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	6.00	3.00	0.00	0.00	9.00	4.00	0.00	0.00	6.00	3.00	22.00	7.00	0.00	4.00	37.00	47.00	43.00	12.00	35.00	36.00	20.00	407.00	11.00	150.86	96.00	63.00	4.00	18.00	102.00	164.00
patho_DN107069_c0_g1	1494.91	525.33	652.00	467.00	433.01	625.00	543.31	913.60	291.12	666.65	456.16	453.99	439.99	555.14	469.47	386.00	524.63	517.22	640.27	619.22	979.37	688.01	870.00	587.00	942.42	517.99	518.00	662.49	272.00	1605.67	1892.33	796.00	2879.33	26.00	1073.51	879.60	1741.16	980.36	942.40	1514.84	727.45	1123.99	674.42	690.00	1627.06	743.00	421.95	546.00	594.00	725.00	752.00	847.92	858.00	761.33	445.00	664.00	860.30	525.07	601.00	510.00	697.19	656.75	511.67	925.77	1008.36	959.00	652.96	713.00	974.73	350.00	597.13	1357.37	862.00	1846.20	744.10	1393.92	1462.40	1155.16	742.38	1137.15	1036.44	5504.63	814.00	7997.68	1154.24	722.24	1007.00	808.34	918.99	2471.74
patho_DN107096_c0_g1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	17.00	29.00	16.00	15.00	46.00	31.00	39.00	28.00	19.00	23.00	24.00	24.00	54.00	3.00	14.00	30.00	32.00	102.81	0.00	9.00	25.00	16.00	8.00	28.00	6.00	12.00	27.01	27.00	46.00	16.92	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	28.00	1.00	0.00	3.00	24.00	43.00	10.00	6.00	60.00	16.00	39.00	36.00	0.00	64.83	10.00	12.00	14.00	11.00	8.00	41.00	24.00	74.56	10.00	156.00	24.00	11.00	27.00	2.00	18.00	54.00
patho_DN107096_c0_g3	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	14.00	7.00	55.06	20.00	4.00	8.00	90.00	32.00	19.00	12.00	6.00	13.00	27.00	1.00	104.00	105.00	26.00	108.13	4.00	85.00	44.00	35.00	124.00	35.00	17.00	68.00	102.00	53.00	28.00	64.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	9.00	1.00	0.00	0.00	15.00	7.00	0.00	2.00	15.00	6.00	31.00	11.00	0.00	16.00	23.00	42.00	53.00	18.00	26.00	38.00	24.00	428.04	5.00	192.00	64.00	31.00	5.00	11.00	39.00	120.00
patho_DN107192_c0_g1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	5.00	33.00	5.00	19.00	37.00	13.00	14.00	8.00	12.00	17.00	22.00	13.00	58.00	2.00	31.00	61.00	32.00	213.00	4.00	22.00	48.00	24.00	36.00	66.00	44.00	84.06	66.00	46.00	139.00	45.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	18.00	0.00	0.00	1.00	20.00	27.00	0.00	5.00	26.00	7.00	29.00	36.00	0.00	38.00	16.00	22.00	34.00	23.00	19.00	39.00	29.00	129.00	23.00	136.91	50.02	10.00	8.00	13.00	15.00	54.00
patho_DN107204_c1_g1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	47.99	70.19	292.19	132.99	18.95	32.90	391.00	153.12	87.96	84.00	40.00	42.00	144.00	7.00	823.82	896.02	163.92	847.83	14.00	642.29	442.67	223.00	1206.19	331.55	199.03	611.73	835.99	413.03	213.00	405.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	41.56	15.00	1.00	0.00	97.04	32.04	3.00	1.00	78.09	30.00	173.96	97.00	1.00	31.00	170.00	199.99	335.89	68.99	259.03	427.82	148.04	5476.41	62.00	1511.85	657.73	324.10	26.00	126.73	674.04	1157.83
patho_DN107204_c1_g2	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	93.00	159.00	102.99	126.00	195.00	55.00	135.00	60.00	66.00	170.00	100.00	154.76	200.00	30.00	67.98	146.60	108.00	466.99	3.00	80.14	132.11	44.00	112.00	92.19	60.98	72.00	133.78	67.00	117.00	67.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	108.00	19.00	3.00	6.00	205.00	106.00	39.00	34.00	178.00	71.00	222.00	181.00	4.00	144.00	21.00	47.00	80.00	45.00	63.00	243.00	113.00	385.86	107.00	760.21	118.00	26.00	74.00	22.00	109.00	191.99
patho_DN107204_c1_g5	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	9.17	4.00	56.81	55.97	1.05	4.10	25.00	11.88	12.00	23.00	10.00	9.00	14.00	5.00	105.18	137.34	7.08	186.88	4.00	89.10	72.26	40.00	178.08	48.98	52.97	105.62	68.99	73.98	110.00	104.07	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	11.44	2.00	0.00	0.00	10.96	2.96	0.00	0.00	3.91	3.00	16.04	6.00	0.00	8.00	20.00	37.01	39.11	21.01	35.97	27.18	13.96	289.59	7.00	103.15	85.27	48.90	3.00	39.27	67.96	142.07
patho_DN107205_c2_g1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	15.00	7.00	49.00	47.00	2.00	1.00	41.00	8.00	9.00	20.00	3.00	21.97	25.00	5.00	134.00	204.00	15.00	228.93	3.94	125.00	101.00	52.00	242.00	97.00	36.00	148.00	150.00	67.00	92.00	78.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	12.00	0.00	1.00	1.00	22.00	8.00	0.00	1.00	5.00	1.00	16.00	1.00	0.00	2.00	31.00	56.00	74.00	30.00	59.01	56.00	16.00	616.00	13.00	205.00	135.00	88.00	3.00	26.00	102.00	199.00
patho_DN107205_c5_g19	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	31.02	12.00	23.00	40.00	29.00	8.00	13.00	20.42	12.00	49.00	17.00	17.00	50.00	10.00	45.75	59.93	15.00	217.04	2.00	42.93	41.01	21.00	42.01	53.00	27.00	53.68	35.01	26.69	94.00	27.19	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	14.00	1.00	3.00	1.00	37.00	15.00	5.00	8.00	22.00	20.00	26.00	13.00	2.00	42.00	10.00	22.00	25.00	19.00	12.00	56.07	29.00	90.84	23.00	117.52	36.00	22.00	10.00	7.00	27.01	82.01
patho_DN107205_c5_g2	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	21.98	34.00	62.00	43.00	36.00	21.00	73.00	30.58	21.00	47.00	22.00	22.00	54.00	8.00	151.54	181.15	35.00	223.29	0.00	103.07	79.14	70.39	114.04	60.24	47.01	107.83	117.99	140.16	112.98	105.87	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	30.34	9.00	2.00	0.00	39.00	37.00	5.00	8.99	37.00	18.00	70.01	33.00	1.00	39.00	44.00	53.40	76.84	25.00	47.00	76.93	24.00	470.31	27.00	305.21	112.55	48.00	15.00	16.02	113.99	183.99
patho_DN107205_c5_g20	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	16.00	3.00	1.00	1.00	12.73	9.00	3.00	4.00	1.00	1.00	4.00	0.00	43.00	42.00	5.00	50.83	1.00	50.79	35.00	26.00	48.00	23.00	20.00	57.17	34.38	37.92	36.00	29.93	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.00	1.00	0.00	0.00	3.00	2.00	0.00	0.00	2.00	2.00	4.00	1.00	0.00	4.00	14.00	5.00	16.00	8.00	18.00	5.00	3.78	137.02	2.00	41.00	18.00	25.00	0.00	9.00	38.00	71.00
patho_DN107249_c1_g1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	6.00	6.98	53.00	21.00	7.00	3.00	50.00	22.00	13.00	9.00	5.00	6.00	25.00	1.00	97.99	77.00	18.00	62.00	1.00	114.97	32.00	25.97	154.04	30.00	28.00	62.00	104.12	52.72	26.00	41.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	8.00	1.00	0.00	1.00	9.00	2.00	0.00	1.00	18.00	6.00	20.00	5.00	0.00	4.00	23.00	24.00	50.00	8.00	29.00	48.00	16.00	550.07	4.00	185.24	62.00	24.00	1.00	9.00	74.00	134.28
patho_DN107283_c0_g1	1665.60	1547.07	1389.98	1562.83	606.00	1495.00	1063.00	1671.00	1021.34	967.00	1127.07	2382.00	2269.00	1101.45	2244.20	1713.00	1982.17	1557.25	2796.29	3011.84	2471.40	3883.47	1950.40	4604.01	4709.83	3650.26	1915.67	2328.98	2430.32	9297.24	5716.82	3384.08	9780.35	137.01	4572.57	4762.01	7588.16	4977.87	3093.18	3965.42	4539.40	4530.06	2894.70	3714.68	6602.81	986.00	1053.03	1244.98	997.63	1257.11	786.00	1187.12	1582.02	1185.99	1074.08	780.00	1051.23	2945.82	950.89	871.00	2598.58	2047.40	1715.72	2191.24	2093.24	2868.50	1469.43	1251.94	2670.99	2785.97	2674.86	3145.96	1513.95	6245.19	4432.10	2642.65	1789.99	2024.29	1697.69	2693.30	2365.49	13604.43	1132.00	14170.51	1827.78	3914.93	1929.79	1934.99	4282.23	10922.73
patho_DN107330_c13_g2	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	28.00	73.00	27.00	55.00	91.00	42.00	38.00	23.00	31.00	70.00	23.00	40.00	106.00	5.00	41.03	48.00	53.00	125.00	4.00	32.00	51.00	34.00	32.00	43.00	32.99	40.00	56.00	27.00	75.00	34.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	43.00	7.00	0.00	4.00	65.00	60.00	8.00	19.00	71.00	30.00	71.00	69.00	1.00	81.00	19.00	20.00	36.00	25.00	17.00	68.00	42.00	96.00	45.00	251.00	59.00	13.00	23.00	13.00	38.00	63.00
patho_DN107350_c1_g1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	36.00	101.00	33.00	61.00	73.00	38.00	44.00	36.00	30.00	64.00	48.00	50.00	107.00	14.00	34.00	52.00	59.00	166.00	2.00	31.00	38.00	27.00	30.00	38.00	23.00	36.00	42.00	33.00	97.00	48.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	40.00	6.00	2.00	1.00	80.00	49.00	13.00	13.00	86.00	37.00	80.00	77.00	5.00	79.00	15.00	31.00	28.00	22.00	20.00	91.00	36.00	123.96	50.00	289.00	66.00	21.00	33.00	14.00	45.00	100.00
patho_DN107350_c1_g2	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	11.00	10.00	67.00	43.00	3.00	12.00	67.00	22.00	14.00	13.00	7.00	7.00	35.00	4.00	130.00	153.27	23.00	114.00	2.00	101.00	74.00	35.00	125.01	47.00	30.00	110.00	123.00	53.00	63.00	39.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	29.00	7.00	0.00	0.00	20.01	0.00	0.00	0.00	12.00	3.00	36.00	14.00	2.00	14.00	34.00	61.00	49.00	12.00	46.00	43.00	25.00	633.00	10.00	169.00	110.00	48.00	17.00	20.00	90.00	183.00
patho_DN107350_c2_g1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	21.00	28.00	149.56	117.01	10.00	17.00	140.00	48.01	37.00	44.00	7.00	27.60	76.55	6.00	446.82	398.07	42.50	324.87	15.00	360.78	254.80	118.91	376.33	134.83	86.00	322.20	435.56	149.40	183.33	227.59	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	33.00	4.01	0.00	2.00	37.00	17.00	0.00	5.00	27.17	20.94	57.44	17.00	0.00	26.93	74.01	87.65	104.01	24.96	87.03	128.87	36.00	1659.61	40.00	514.47	224.50	171.61	15.00	62.01	252.01	448.40
patho_DN107395_c6_g3	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	17.00	13.00	63.73	39.00	15.00	7.00	67.00	32.00	32.02	30.00	13.00	9.00	28.98	5.00	163.60	167.01	19.00	190.38	1.00	176.21	96.44	71.76	200.87	73.06	27.00	132.93	117.61	68.00	96.22	100.38	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	6.00	1.00	8.00	1.00	14.00	9.00	1.00	0.00	21.00	6.98	33.00	11.00	0.00	30.00	41.00	60.95	73.00	24.00	51.00	54.45	31.00	667.34	13.00	221.31	109.76	60.85	9.00	33.00	120.13	222.55
patho_DN107419_c0_g1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	16.00	29.00	80.00	63.00	15.00	21.00	63.00	42.00	18.00	17.00	8.00	20.00	51.00	6.00	194.00	301.00	27.00	160.00	7.00	218.89	142.00	99.00	283.00	61.00	65.00	214.00	178.01	144.00	144.00	187.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	27.00	6.00	0.00	0.00	32.00	30.00	3.00	7.00	30.57	10.00	71.67	18.00	0.00	9.00	71.00	49.00	71.00	25.00	52.00	94.00	32.00	868.00	12.00	297.00	184.00	105.38	4.00	66.00	197.00	314.00
patho_DN107457_c1_g3	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	9.00	17.00	42.81	20.00	7.00	9.00	64.00	13.00	17.00	13.00	6.00	8.00	20.00	2.00	83.00	103.00	23.00	98.95	4.00	79.92	52.00	21.00	120.88	27.00	13.84	57.00	103.00	61.00	21.76	71.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	9.00	1.00	0.00	0.00	20.00	9.00	0.00	1.00	15.00	7.00	43.80	13.00	0.00	3.00	22.00	35.95	39.00	9.00	30.00	57.00	16.23	571.75	6.00	186.00	80.00	47.00	2.00	7.00	75.00	125.69
patho_DN107457_c1_g4	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	4.98	14.85	49.74	29.02	6.00	4.99	75.65	34.38	11.63	17.19	10.64	2.22	36.23	3.00	127.33	103.67	21.52	85.41	3.00	56.59	60.06	14.77	156.24	29.49	20.00	66.66	99.29	35.20	29.77	55.37	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	10.73	2.00	0.00	0.00	13.69	3.11	0.00	0.00	14.55	5.00	43.72	16.51	0.00	12.00	21.69	18.88	38.70	14.81	33.83	42.07	18.70	592.35	6.59	206.85	87.24	39.97	5.00	16.89	55.55	129.40
patho_DN107464_c1_g1	1351.33	958.27	1118.06	1329.72	531.60	1190.75	659.06	1199.99	767.32	546.84	723.84	1330.49	891.67	844.95	1091.98	724.77	519.97	692.49	726.75	559.51	845.66	834.14	600.96	949.09	723.13	650.43	692.66	644.10	872.85	2544.57	1212.03	789.31	2363.73	43.23	1015.11	947.51	1176.89	1095.70	1017.51	748.03	1101.40	1062.37	824.60	1164.67	1414.12	942.59	747.48	956.09	723.64	1121.95	808.48	967.35	995.18	858.51	783.36	1060.32	904.94	1865.86	939.45	637.70	553.83	506.30	606.57	738.74	699.33	1340.60	685.03	582.74	591.01	603.25	772.56	741.08	951.87	2032.76	830.42	1381.43	996.17	920.61	714.38	698.52	699.13	2477.75	435.12	3554.04	895.61	1145.17	994.99	928.38	813.52	1540.56
patho_DN107520_c4_g2	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	9.00	3.00	47.00	19.00	3.00	6.00	48.00	26.00	13.00	16.00	7.00	7.00	26.99	1.00	140.00	145.00	19.00	103.00	1.99	161.03	82.48	48.00	187.54	47.00	33.00	114.00	113.81	70.49	47.00	63.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	6.00	0.00	0.00	2.00	12.00	8.00	0.00	0.00	9.00	1.00	21.00	4.00	0.00	5.00	29.00	44.00	36.12	11.00	28.00	45.00	29.00	577.31	12.00	182.86	103.00	50.00	0.00	23.00	109.00	172.72
